Title of dataset,ESS round,Edition,Production date,Respondent's identification number,Country,Design weight,Post-stratification weight including design weight,Population size weight (must be combined with dweight or pspwght),Analysis weight,Sampling probability,Sampling stratum,Primary sampling unit,Personal use of internet/e-mail/www,"Internet use, how often","Internet use, how much time on typical day, in minutes","News about politics and current affairs, watching, reading or listening, in minutes","Newspaper reading, politics/current affairs on average weekday","Newspaper reading, total time on average weekday","Most people try to take advantage of you, or try to be fair",Most of the time people helpful or mostly looking out for themselves,Most people can be trusted or you can't be too careful,"Radio listening, news/politics/current affairs on average weekday","Radio listening, total time on average weekday","TV watching, news/politics/current affairs on average weekday","TV watching, total time on average weekday",Placement on left right scale,Trust in the legal system,Trust in politicians,"Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom",Feeling of safety of walking alone in local area after dark,How emotionally attached to [country],How emotionally attached to Europe,Belong to minority ethnic group in country,How often worry about your home being burgled,Born in country,Country of birth,Citizen of country,Member of a group discriminated against in this country,"Religion or denomination belonging to at present, United Kingdom","Religion or denomination belonging to in the past, United Kingdom",Number of people living regularly as member of household,Gender,Gender of second person in household,Year of birth,"Age of respondent, calculated","Age of respondent, calculated","Age group, post coded","Highest level of education, United Kingdom","Highest level of education, United Kingdom","Legal marital status, United Kingdom","Relationship with husband/wife/partner currently living with, United Kingdom",Important that government is strong and ensures safety,Important that government is strong and ensures safety,Region,"Region, United Kingdom",Year,Adjusted l/r placement
ESS8e02_3,8,2.3,23.11.2023,100001052,GB,1.0186392,0.8667198,2.7460523,2.3800578,,,,,1.0,6666.0,180.0,,,1,2,2,,,,,5,1,0,,,1.0,,,4,8.0,0.0,2.0,,1,,1,1,Not applicable,6666.0,2,1,1,1953,,63,,,,6.0,66.0,1.0,,West Midlands (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001053,GB,2.0372784,1.9746221,2.7460523,5.4224157,,,,,5.0,60.0,0.0,,,4,5,5,,,,,5,4,3,,,66.0,,,2,6.0,6.0,2.0,,1,,1,2,Not applicable,6666.0,3,2,1,1993,,23,,,,6.0,66.0,3.0,,West Midlands (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001054,GB,1.5279589,1.693967,2.7460523,4.651722,,,,,5.0,360.0,180.0,,,7,6,5,,,,,5,2,0,,,7.0,,,1,7.0,2.0,2.0,,1,,1,2,Not applicable,6666.0,3,1,2,1965,,51,,,,66.0,1.0,2.0,,South West (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001056,GB,0.5093196,0.5892362,2.7460523,1.6180733,,,,,5.0,600.0,10.0,,,2,8,4,,,,,5,6,4,,,66.0,,,3,10.0,5.0,2.0,,1,,1,2,Not applicable,6666.0,1,1,6,1987,,29,,,,6.0,66.0,1.0,,Wales,,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001057,GB,0.5093196,0.40883705,2.7460523,1.1226879,,,,,5.0,180.0,60.0,,,5,8,4,,,,,0,10,3,,,66.0,,,3,8.0,4.0,2.0,,1,,1,2,Roman Catholic,6666.0,1,2,6,1945,,72,,,,4.0,66.0,1.0,,North West (England),,2016,-5
ESS8e02_3,8,2.3,23.11.2023,100001061,GB,1.0186392,1.1470021,2.7460523,3.1497278,,,,,5.0,540.0,60.0,,,7,1,3,,,,,5,5,2,,,66.0,,,2,6.0,6.0,2.0,,1,,1,2,Not applicable,6666.0,2,2,1,1987,,29,,,,66.0,1.0,2.0,,South East (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001063,GB,1.0186392,0.98731107,2.7460523,2.7112079,,,,,3.0,6666.0,180.0,,,4,5,1,,,,,4,2,1,,,3.0,,,3,4.0,1.0,2.0,,1,,1,1,Not applicable,6666.0,3,2,1,1992,,24,,,,6.0,3.0,4.0,,West Midlands (England),,2016,-1
ESS8e02_3,8,2.3,23.11.2023,100001064,GB,0.5093196,0.48975217,2.7460523,1.3448851,,,,,1.0,6666.0,180.0,,,3,6,4,,,,,6,0,0,,,1.0,,,2,5.0,10.0,2.0,,2,,1,1,Other,6666.0,1,2,6,1961,,55,,,,5.0,66.0,3.0,,Scotland,,2016,1
ESS8e02_3,8,2.3,23.11.2023,100001069,GB,0.5093196,0.42680287,2.7460523,1.1720229,,,,,5.0,60.0,90.0,,,5,7,5,,,,,4,8,6,,,2.0,,,2,8.0,8.0,2.0,,1,,1,2,Roman Catholic,6666.0,1,2,6,1951,,65,,,,3.0,66.0,2.0,,West Midlands (England),,2016,-1
ESS8e02_3,8,2.3,23.11.2023,100001071,GB,1.0186392,0.9057802,2.7460523,2.4873197,,,,,5.0,600.0,90.0,,,7,7,7,,,,,5,8,5,,,1.0,,,1,10.0,9.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,4,1,2,1975,,41,,,,66.0,1.0,1.0,,East Midlands (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001074,GB,1.0186392,0.9444826,2.7460523,2.5935986,,,,,5.0,15.0,5.0,,,5,7,5,,,,,5,1,3,,,77.0,,,4,6.0,6.0,2.0,,1,,1,2,Not applicable,2.0,2,2,1,1949,,67,,,,66.0,1.0,4.0,,East of England,,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001075,GB,1.5279589,1.4186264,2.7460523,3.8956223,,,,,5.0,180.0,0.0,,,7,5,5,,,,,5,4,3,,,66.0,,,2,10.0,6.0,2.0,,1,,1,2,Not applicable,6666.0,4,2,1,2000,,16,,,,6.0,66.0,1.0,,North West (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001078,GB,0.5093196,0.35210484,2.7460523,0.9668983,,,,,5.0,305.0,60.0,,,7,7,7,,,,,5,6,3,,,10.0,,,2,6.0,2.0,2.0,,1,,1,2,Not applicable,6666.0,1,2,6,1950,,66,,,,4.0,66.0,3.0,,Northern Ireland,,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001079,GB,2.0372784,2.1204593,2.7460523,5.822892,,,,,5.0,60.0,0.0,,,5,5,5,,,,,5,5,5,,,66.0,,,3,5.0,5.0,2.0,,2,,1,2,Not applicable,1.0,4,2,1,1963,,53,,,,66.0,1.0,2.0,,North East (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001086,GB,1.0186392,1.0597174,2.7460523,2.9100394,,,,,1.0,6666.0,60.0,,,6,7,6,,,,,5,3,1,,,2.0,,,1,8.0,2.0,2.0,,1,,1,2,Not applicable,2.0,3,1,2,1942,,74,,,,66.0,1.0,2.0,,North East (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001088,GB,0.5093196,0.6330233,2.7460523,1.7383151,,,,,1.0,6666.0,60.0,,,3,10,2,,,,,5,8,1,,,2.0,,,4,8.0,5.0,2.0,,1,,1,2,Not applicable,6666.0,1,2,6,1935,,81,,,,6.0,66.0,3.0,,London,,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001090,GB,1.0186392,0.9916715,2.7460523,2.7231817,,,,,5.0,120.0,90.0,,,6,6,6,,,,,6,5,4,,,1.0,,,4,10.0,3.0,2.0,,1,,1,1,Church of England / Anglican,6666.0,2,2,1,1949,,67,,,,4.0,3.0,1.0,,South East (England),,2016,1
ESS8e02_3,8,2.3,23.11.2023,100001093,GB,1.0186392,0.96373385,2.7460523,2.6464636,,,,,1.0,6666.0,30.0,,,3,7,7,,,,,5,5,5,,,2.0,,,3,8.0,5.0,2.0,,1,,1,2,Not applicable,6666.0,2,2,1,1935,,81,,,,66.0,1.0,2.0,,South West (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001094,GB,0.5093196,0.49583575,2.7460523,1.3615909,,,,,5.0,60.0,555.0,,,4,4,5,,,,,8,2,0,,,66.0,,,3,7.0,6.0,2.0,,2,,1,2,Other,6666.0,1,2,6,1941,,75,,,,4.0,66.0,4.0,,South East (England),,2016,3
ESS8e02_3,8,2.3,23.11.2023,100001095,GB,1.0186392,0.85360575,2.7460523,2.3440459,,,,,2.0,6666.0,60.0,,,8,5,7,,,,,9,5,5,,,1.0,,,2,10.0,0.0,2.0,,1,,1,2,Not applicable,1.0,2,2,1,1947,,70,,,,66.0,1.0,2.0,,West Midlands (England),,2016,4
ESS8e02_3,8,2.3,23.11.2023,100001097,GB,0.5093196,0.48186693,2.7460523,1.3232318,,,,,5.0,90.0,80.0,,,9,8,7,,,,,8,7,5,,,1.0,,,3,10.0,8.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,1,2,6,1947,,69,,,,5.0,66.0,1.0,,South West (England),,2016,3
ESS8e02_3,8,2.3,23.11.2023,100001102,GB,0.5093196,0.48975217,2.7460523,1.3448851,,,,,1.0,6666.0,60.0,,,8,7,6,,,,,10,5,8,,,2.0,,,4,5.0,4.0,2.0,,1,,1,2,Other,6666.0,1,2,6,1933,,83,,,,5.0,66.0,2.0,,Scotland,,2016,5
ESS8e02_3,8,2.3,23.11.2023,100001104,GB,1.0186392,1.081623,2.7460523,2.9701931,,,,,5.0,60.0,60.0,,,7,5,7,,,,,3,9,7,,,2.0,,,1,7.0,7.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,4,1,2,1974,,42,,,,66.0,1.0,3.0,,Yorkshire and the Humber,,2016,-2
ESS8e02_3,8,2.3,23.11.2023,100001106,GB,2.0372784,2.9287097,2.7460523,8.04239,,,,,4.0,180.0,60.0,,,5,3,5,,,,,5,10,4,,,66.0,,,2,8.0,8.0,2.0,,2,,2,2,Other,6666.0,5,2,1,1993,,23,,,,66.0,1.0,1.0,,London,,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001107,GB,1.0186392,1.2660466,2.7460523,3.4766302,,,,,3.0,6666.0,60.0,,,5,4,3,,,,,5,7,2,,,2.0,,,4,8.0,8.0,1.0,,2,,1,2,Islam / Muslim,6666.0,2,2,1,1942,,74,,,,5.0,66.0,2.0,,London,,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001108,GB,1.5279589,1.1325679,2.7460523,3.1100905,,,,,5.0,240.0,120.0,,,8,7,9,,,,,3,4,2,,,5.0,,,1,5.0,5.0,2.0,,1,,1,1,Church of England / Anglican,6666.0,3,2,1,1961,,55,,,,6.0,66.0,4.0,,Wales,,2016,-2
ESS8e02_3,8,2.3,23.11.2023,100001109,GB,1.0186392,0.7852311,2.7460523,2.1562858,,,,,5.0,120.0,10.0,,,7,7,7,,,,,5,5,3,,,1.0,,,3,9.0,6.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,2,1,1962,,54,,,,66.0,1.0,2.0,,East Midlands (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001110,GB,0.5093196,0.48186693,2.7460523,1.3232318,,,,,1.0,6666.0,150.0,,,6,8,8,,,,,6,4,4,,,1.0,,,3,10.0,4.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,1,2,6,1934,,82,,,,5.0,66.0,1.0,,South West (England),,2016,1
ESS8e02_3,8,2.3,23.11.2023,100001113,GB,0.5093196,0.38350758,2.7460523,1.0531318,,,,,5.0,120.0,60.0,,,0,2,0,,,,,0,4,0,,,66.0,,,4,5.0,0.0,2.0,,1,,1,2,Not applicable,6666.0,4,2,2,1981,,35,,,,6.0,66.0,1.0,,Wales,,2016,-5
ESS8e02_3,8,2.3,23.11.2023,100001116,GB,1.0186392,1.0602297,2.7460523,2.911446,,,,,5.0,600.0,45.0,,,2,3,3,,,,,4,7,2,,,3.0,,,2,8.0,4.0,2.0,,1,,1,1,Church of England / Anglican,6666.0,3,2,1,1975,,41,,,,66.0,1.0,3.0,,North East (England),,2016,-1
ESS8e02_3,8,2.3,23.11.2023,100001119,GB,1.0186392,0.8306373,2.7460523,2.2809734,,,,,5.0,120.0,180.0,,,7,5,5,,,,,4,5,3,,,66.0,,,2,7.0,7.0,2.0,,2,,2,2,Roman Catholic,6666.0,2,2,1,1968,,48,,,,4.0,3.0,4.0,,North West (England),,2016,-1
ESS8e02_3,8,2.3,23.11.2023,100001120,GB,1.0186392,0.85360575,2.7460523,2.3440459,,,,,4.0,240.0,0.0,,,7,5,6,,,,,7,5,4,,,1.0,,,2,8.0,2.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,2,2,1957,,59,,,,5.0,66.0,2.0,,West Midlands (England),,2016,2
ESS8e02_3,8,2.3,23.11.2023,100001121,GB,0.5093196,0.48975217,2.7460523,1.3448851,,,,,5.0,120.0,10.0,,,7,9,10,,,,,5,3,0,,,4.0,,,1,6.0,6.0,2.0,,1,,1,1,Not applicable,6666.0,1,2,6,1959,,57,,,,4.0,66.0,5.0,,Scotland,,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001123,GB,0.5093196,0.4151179,2.7460523,1.1399354,,,,,5.0,120.0,0.0,,,0,6,5,,,,,5,3,0,,,66.0,,,3,0.0,0.0,2.0,,1,,1,2,Not applicable,2.0,1,1,6,1947,,69,,,,5.0,66.0,2.0,,North West (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001129,GB,1.0186392,0.7042097,2.7460523,1.9337966,,,,,5.0,600.0,180.0,,,3,1,2,,,,,5,8,1,,,66.0,,,4,8.0,6.0,2.0,,1,,1,1,Other,6666.0,2,2,1,1959,,57,,,,5.0,66.0,1.0,,Northern Ireland,,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001130,GB,0.5093196,0.41531864,2.7460523,1.1404867,,,,,5.0,60.0,60.0,,,6,4,2,,,,,6,5,2,,,88.0,,,1,8.0,6.0,2.0,,1,,1,2,Not applicable,2.0,1,2,6,1966,,50,,,,6.0,66.0,3.0,,North West (England),,2016,1
ESS8e02_3,8,2.3,23.11.2023,100001133,GB,1.0186392,0.9057802,2.7460523,2.4873197,,,,,5.0,180.0,60.0,,,7,5,7,,,,,5,7,5,,,3.0,,,1,6.0,6.0,2.0,,1,,1,2,Not applicable,2.0,4,1,2,1967,,49,,,,66.0,1.0,4.0,,East Midlands (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001137,GB,2.546598,2.0441859,2.7460523,5.6134415,,,,,3.0,6666.0,90.0,,,5,7,5,,,,,4,4,3,,,2.0,,,3,7.0,5.0,2.0,,1,,1,1,Not applicable,1.0,5,2,2,1961,,55,,,,66.0,1.0,2.0,,North West (England),,2016,-1
ESS8e02_3,8,2.3,23.11.2023,100001139,GB,1.0186392,0.9916715,2.7460523,2.7231817,,,,,5.0,15.0,120.0,,,7,6,7,,,,,6,7,5,,,1.0,,,1,9.0,8.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,2,1,1950,,67,,,,66.0,1.0,2.0,,South East (England),,2016,1
ESS8e02_3,8,2.3,23.11.2023,100001141,GB,1.0186392,0.9945524,2.7460523,2.7310927,,,,,1.0,6666.0,30.0,,,8,5,6,,,,,7,9,7,,,66.0,,,2,9.0,8.0,2.0,,1,,1,2,Not applicable,6666.0,2,1,2,1950,,66,,,,66.0,1.0,2.0,,Scotland,,2016,2
ESS8e02_3,8,2.3,23.11.2023,100001142,GB,1.0186392,0.9581573,2.7460523,2.63115,,,,,5.0,240.0,60.0,,,7,5,7,,,,,2,9,6,,,2.0,,,2,8.0,5.0,2.0,,1,,1,1,Not applicable,5.0,3,1,2,1977,,39,,,,6.0,3.0,5.0,,North West (England),,2016,-3
ESS8e02_3,8,2.3,23.11.2023,100001143,GB,0.5093196,0.533809,2.7460523,1.4658674,,,,,5.0,240.0,60.0,,,5,4,3,,,,,5,5,5,,,66.0,,,4,4.0,4.0,2.0,,1,,1,2,Not applicable,6666.0,2,2,1,1996,,20,,,,6.0,66.0,2.0,,Yorkshire and the Humber,,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001150,GB,0.5093196,0.48186693,2.7460523,1.3232318,,,,,5.0,120.0,120.0,,,9,9,10,,,,,3,6,5,,,3.0,,,1,9.0,6.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,1,2,6,1947,,69,,,,6.0,66.0,3.0,,South West (England),,2016,-2
ESS8e02_3,8,2.3,23.11.2023,100001154,GB,6.2069917,3.9772296,2.7460523,10.92168,,,,,5.0,60.0,60.0,,,10,3,0,,,,,5,5,2,,,77.0,,,1,3.0,3.0,2.0,,1,,1,2,Not applicable,6666.0,2,2,1,1941,,75,,,,66.0,1.0,3.0,,South West (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001156,GB,1.5279589,2.3216975,2.7460523,6.3755026,,,,,5.0,360.0,0.0,,,0,7,6,,,,,3,10,88,,,66.0,,,1,8.0,5.0,2.0,,2,,2,2,Not applicable,6666.0,3,1,1,1984,,32,,,,6.0,66.0,2.0,,South East (England),,2016,-2
ESS8e02_3,8,2.3,23.11.2023,100001158,GB,2.0372784,1.6604716,2.7460523,4.5597415,,,,,5.0,720.0,0.0,,,5,5,5,,,,,5,7,0,,,66.0,,,3,5.0,5.0,2.0,,1,,1,2,Not applicable,2.0,4,1,2,1961,,55,,,,66.0,1.0,2.0,,North West (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001159,GB,1.0186392,1.1470021,2.7460523,3.1497278,,,,,5.0,60.0,5.0,,,9,7,5,,,,,4,7,5,,,66.0,,,2,8.0,6.0,2.0,,2,,2,2,Not applicable,6666.0,3,2,1,1985,,31,,,,66.0,1.0,2.0,,South East (England),,2016,-1
ESS8e02_3,8,2.3,23.11.2023,100001161,GB,1.0186392,0.9057802,2.7460523,2.4873197,,,,,1.0,6666.0,30.0,,,3,1,3,,,,,8,7,2,,,1.0,,,2,9.0,7.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1964,,52,,,,66.0,1.0,2.0,,East Midlands (England),,2016,3
ESS8e02_3,8,2.3,23.11.2023,100001162,GB,1.5279589,1.8107414,2.7460523,4.9723907,,,,,5.0,540.0,30.0,,,5,6,5,,,,,3,8,3,,,66.0,,,2,5.0,5.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,3,2,2,1991,,25,,,,6.0,66.0,3.0,,North East (England),,2016,-2
ESS8e02_3,8,2.3,23.11.2023,100001167,GB,1.5279589,2.1610124,2.7460523,5.934253,,,,,5.0,300.0,600.0,,,7,6,4,,,,,4,8,7,,,66.0,,,2,7.0,7.0,2.0,,1,,1,2,Not applicable,6666.0,4,1,2,1999,,17,,,,6.0,66.0,2.0,,Yorkshire and the Humber,,2016,-1
ESS8e02_3,8,2.3,23.11.2023,100001169,GB,1.5279589,1.2459561,2.7460523,3.4214604,,,,,5.0,60.0,45.0,,,7,7,5,,,,,8,8,6,,,1.0,,,2,7.0,7.0,2.0,,1,,1,2,Other,6666.0,3,2,1,1965,,52,,,,66.0,1.0,3.0,,North West (England),,2016,3
ESS8e02_3,8,2.3,23.11.2023,100001170,GB,1.0186392,0.76701516,2.7460523,2.1062636,,,,,5.0,120.0,60.0,,,5,5,5,,,,,3,5,5,,,2.0,,,1,7.0,7.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,3,2,1,1980,,36,,,,66.0,2.0,5.0,,Wales,,2016,-2
ESS8e02_3,8,2.3,23.11.2023,100001172,GB,1.0186392,0.97950435,2.7460523,2.6897702,,,,,1.0,6666.0,30.0,,,2,6,4,,,,,5,6,2,,,1.0,,,4,10.0,6.0,2.0,,1,,1,2,Not applicable,6666.0,2,2,1,1944,,72,,,,66.0,5.0,2.0,,Scotland,,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001174,GB,1.0186392,0.9457506,2.7460523,2.5970805,,,,,5.0,480.0,120.0,,,10,9,5,,,,,6,6,8,,,1.0,,,4,9.0,7.0,2.0,,2,,1,2,Islam / Muslim,6666.0,2,2,1,1990,,26,,,,66.0,1.0,1.0,,North West (England),,2016,1
ESS8e02_3,8,2.3,23.11.2023,100001179,GB,1.0186392,0.9594557,2.7460523,2.6347156,,,,,5.0,780.0,120.0,,,7,5,7,,,,,4,7,0,,,2.0,,,2,8.0,8.0,2.0,,1,,1,2,Not applicable,1.0,2,2,1,1974,,42,,,,6.0,3.0,4.0,,East of England,,2016,-1
ESS8e02_3,8,2.3,23.11.2023,100001181,GB,1.0186392,0.9581573,2.7460523,2.63115,,,,,5.0,900.0,30.0,,,5,2,3,,,,,5,4,0,,,66.0,,,1,5.0,3.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1977,,39,,,,2.0,3.0,4.0,,North West (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001185,GB,1.0186392,0.9589923,2.7460523,2.6334429,,,,,1.0,6666.0,60.0,,,4,5,5,,,,,8,2,0,,,1.0,,,2,7.0,2.0,2.0,,1,,1,2,Not applicable,6666.0,2,1,2,1948,,68,,,,66.0,1.0,3.0,,East of England,,2016,3
ESS8e02_3,8,2.3,23.11.2023,100001186,GB,2.0372784,2.2293782,2.7460523,6.1219893,,,,,5.0,300.0,60.0,,,6,5,7,,,,,3,6,3,,,66.0,,,3,5.0,5.0,2.0,,1,,1,2,Not applicable,2.0,4,2,1,2000,,16,,,,6.0,66.0,1.0,,South West (England),,2016,-2
ESS8e02_3,8,2.3,23.11.2023,100001187,GB,4.074557,3.9999998,2.7460523,10.984208,,,,,5.0,60.0,30.0,,,6,7,5,,,,,5,4,5,,,88.0,,,3,5.0,5.0,2.0,,2,,2,2,Not applicable,6666.0,4,2,1,1978,,38,,,,66.0,1.0,3.0,,London,,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001191,GB,1.0186392,0.7153737,2.7460523,1.9644536,,,,,4.0,60.0,30.0,,,6,5,5,,,,,5,5,1,,,77.0,,,2,1.0,1.0,2.0,,1,,2,2,Not applicable,1.0,2,2,1,1976,,40,,,,6.0,3.0,3.0,,Northern Ireland,,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001192,GB,0.5093196,0.42680287,2.7460523,1.1720229,,,,,5.0,120.0,0.0,,,0,0,0,,,,,0,0,0,,,2.0,,,4,5.0,0.0,2.0,,1,,1,2,Not applicable,6666.0,1,2,6,1946,,70,,,,4.0,66.0,1.0,,West Midlands (England),,2016,-5
ESS8e02_3,8,2.3,23.11.2023,100001193,GB,1.0186392,0.8302358,2.7460523,2.2798707,,,,,5.0,120.0,60.0,,,7,7,7,,,,,10,7,8,,,1.0,,,1,10.0,6.0,2.0,,1,,1,2,Other,6666.0,2,1,2,1936,,80,,,,66.0,1.0,1.0,,North West (England),,2016,5
ESS8e02_3,8,2.3,23.11.2023,100001195,GB,0.5093196,0.5036964,2.7460523,1.3831766,,,,,5.0,60.0,60.0,,,7,7,6,,,,,3,8,6,,,2.0,,,4,9.0,7.0,2.0,,1,,1,2,Not applicable,2.0,1,2,6,1970,,46,,,,6.0,66.0,2.0,,South East (England),,2016,-2
ESS8e02_3,8,2.3,23.11.2023,100001196,GB,1.0186392,1.285497,2.7460523,3.5300417,,,,,4.0,60.0,90.0,,,7,7,6,,,,,3,8,6,,,3.0,,,2,9.0,6.0,2.0,,1,,1,2,Not applicable,2.0,2,1,2,1935,,81,,,,66.0,1.0,2.0,,London,,2016,-2
ESS8e02_3,8,2.3,23.11.2023,100001200,GB,0.5093196,0.50013113,2.7460523,1.3733863,,,,,5.0,480.0,120.0,,,7,7,7,,,,,8,3,1,,,1.0,,,1,8.0,3.0,1.0,,2,,1,2,Other,6666.0,1,1,6,1964,,53,,,,4.0,66.0,2.0,,West Midlands (England),,2016,3
ESS8e02_3,8,2.3,23.11.2023,100001203,GB,1.0186392,0.8667198,2.7460523,2.3800578,,,,,2.0,6666.0,60.0,,,7,7,7,,,,,2,4,2,,,2.0,,,2,9.0,0.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,1,1,6,1940,,76,,,,1.0,66.0,2.0,,West Midlands (England),,2016,-3
ESS8e02_3,8,2.3,23.11.2023,100001207,GB,0.5093196,0.49583575,2.7460523,1.3615909,,,,,5.0,90.0,120.0,,,1,5,3,,,,,2,8,3,,,2.0,,,4,6.0,0.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,1,2,6,1952,,64,,,,5.0,66.0,4.0,,South East (England),,2016,-3
ESS8e02_3,8,2.3,23.11.2023,100001210,GB,4.5838766,3.9999998,2.7460523,10.984208,,,,,5.0,180.0,120.0,,,7,6,4,,,,,3,8,4,,,2.0,,,1,2.0,2.0,2.0,,1,,1,2,Not applicable,6666.0,3,2,2,1993,,23,,,,6.0,66.0,1.0,,London,,2016,-2
ESS8e02_3,8,2.3,23.11.2023,100001211,GB,1.0186392,0.97950435,2.7460523,2.6897702,,,,,5.0,360.0,3.0,,,7,7,7,,,,,3,8,7,,,88.0,,,1,10.0,0.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,2,1,1950,,66,,,,66.0,1.0,2.0,,Scotland,,2016,-2
ESS8e02_3,8,2.3,23.11.2023,100001222,GB,1.0186392,0.77297664,2.7460523,2.1226342,,,,,5.0,80.0,165.0,,,10,9,10,,,,,3,8,6,,,2.0,,,1,7.0,6.0,2.0,,1,,1,2,Not applicable,5.0,2,2,1,1947,,69,,,,66.0,1.0,2.0,,East Midlands (England),,2016,-2
ESS8e02_3,8,2.3,23.11.2023,100001227,GB,1.0186392,0.97853965,2.7460523,2.687121,,,,,1.0,6666.0,120.0,,,5,5,0,,,,,5,4,0,,,7.0,,,2,10.0,0.0,2.0,,1,,1,2,Not applicable,6666.0,2,1,2,1939,,77,,,,66.0,1.0,1.0,,South West (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001229,GB,1.0186392,1.5477978,2.7460523,4.250334,,,,,5.0,270.0,90.0,,,3,3,7,,,,,5,8,3,,,66.0,,,1,1.0,1.0,2.0,,1,,1,2,Not applicable,6666.0,2,1,2,1986,,30,,,,4.0,3.0,3.0,,South East (England),,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001236,GB,0.5093196,0.468609,2.7460523,1.2868248,,,,,5.0,30.0,60.0,,,5,2,1,,,,,7,6,0,,,1.0,,,1,8.0,0.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,1,1,6,1937,,79,,,,5.0,66.0,3.0,,Yorkshire and the Humber,,2016,2
ESS8e02_3,8,2.3,23.11.2023,100001241,GB,0.5093196,0.47972786,2.7460523,1.3173578,,,,,5.0,360.0,735.0,,,5,3,4,,,,,4,4,4,,,3.0,,,2,7.0,7.0,2.0,,1,,1,1,Not applicable,6666.0,2,2,1,1973,,43,,,,4.0,66.0,3.0,,East of England,,2016,-1
ESS8e02_3,8,2.3,23.11.2023,100001242,GB,1.0186392,0.937218,2.7460523,2.5736496,,,,,5.0,60.0,120.0,,,6,7,7,,,,,5,9,6,,,77.0,,,2,7.0,5.0,2.0,,1,,1,2,Not applicable,6666.0,2,1,2,1961,,55,,,,66.0,1.0,2.0,,Yorkshire and the Humber,,2016,0
ESS8e02_3,8,2.3,23.11.2023,100001245,GB,1.0186392,0.8302358,2.7460523,2.2798707,,,,,3.0,6666.0,300.0,,,5,5,5,,,,,2,5,0,,,66.0,,,1,7.0,3.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,1,1,6,1948,,68,,,,1.0,66.0,3.0,,North West (England),,2016,-3
ESS8e02_3,8,2.3,23.11.2023,100001248,GB,1.5279589,1.3007079,2.7460523,3.571812,,,,,2.0,6666.0,30.0,,,3,3,3,,,,,4,4,4,,,2.0,,,2,7.0,7.0,2.0,,1,,1,2,Not applicable,6666.0,3,2,1,1977,,39,,,,6.0,3.0,4.0,,West Midlands (England),,2016,-1
ESS8e02_3,8,2.3,23.11.2023,100001249,GB,1.0186392,0.8306373,2.7460523,2.2809734,,,,,5.0,60.0,45.0,,,5,5,8,,,,,10,8,3,,,1.0,,,1,10.0,7.0,2.0,,1,,1,2,Church of England / Anglican,6666.0,2,2,1,1965,,51,,,,66.0,1.0,2.0,,North West (England),,2016,5
